UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2512,H56429,H,297.8377813043518,309.4049766186215,1583.445341201272,40.31592885976245,23,0,0,0,0,0,0
2513,L87223,L,301.647092239684,310.9967932872168,1373.7860570211649,36.9247356486334,31,0,0,0,0,0,0
2514,M98534,M,300.0344391654611,308.42603797853053,1580.0652881112835,39.758022979675935,59,0,0,0,0,0,0
2515,M64957,M,302.66727712371966,311.5803948171253,1405.6208908978458,47.69345610310111,18,0,0,0,0,0,0
2516,H38887,H,302.2829091566425,311.8364544294896,1465.085738286876,39.46532564261207,26,0,0,0,0,0,0
2517,L56172,L,302.8701308240042,310.4969010911536,1518.7231076865294,38.39065470671245,55,0,0,0,0,0,0
2518,L14355,L,302.92163743657824,312.4462117474541,1535.5368855470963,37.652266335551424,85,0,0,0,0,0,0
2519,M43701,M,300.2872616679764,310.0855836404653,1506.5442094671216,30.065198596987244,72,0,0,0,0,0,0
2520,M51534,M,297.6824138671508,306.3879928955641,1439.888785295041,50.40090157189104,111,0,0,0,0,0,0
2521,M81442,M,297.89495389000524,306.8544687917594,1605.9958264674335,35.53063929133633,173,0,0,0,0,0,0
2522,L71274,L,295.8263029413681,305.6057044201873,1447.243359510274,54.69409529683266,226,1,1,0,0,1,0
2523,L88108,L,297.83266833314383,308.1889548814541,1625.451274536199,42.447059973895215,234,1,1,0,0,0,0
2524,L22279,L,300.1376473154093,309.2468246474091,1364.062010921033,54.058853891791486,148,0,0,0,0,0,0
2525,H53491,H,298.8806916383497,309.17294424792595,1521.5530341944425,38.00057309775875,9,0,0,0,0,0,0
2526,L86147,L,299.6397287911803,309.77657479916815,1377.3849036768468,32.66822424074334,72,0,0,0,0,0,0
2527,L18261,L,300.9854308389228,311.0323166979412,1416.5917368007365,50.43227688893244,227,1,1,0,0,1,0
2528,H14474,H,299.3918694838685,308.7398553600119,1448.698779106658,34.38985783912214,24,0,0,0,0,0,0
2529,L38390,L,297.75634239917486,306.42296280313946,1652.0605454730974,52.85536818680325,144,1,0,0,1,0,0
2530,H36925,H,299.89353266487313,311.5899846447739,1630.8024666102326,45.78713749836536,42,0,0,0,0,0,0
2531,M92174,M,298.2030190264543,308.8333249429117,1587.4248762557197,54.64462512237763,131,1,0,0,1,0,0
2532,H69051,H,299.45842700604186,310.4641586591026,1503.3285750216864,30.235282015489013,122,0,0,0,0,0,0
2533,L99007,L,302.685553928846,312.6019242440071,1518.8058949371343,49.56510881287227,6,0,0,0,0,0,0
2534,L14787,L,299.4589893918077,309.29496394954754,1626.6479161831355,32.57252831949798,227,1,1,0,0,0,0
2535,M83398,M,303.5419151066955,314.0325747874209,1570.1305286206798,16.03575049722441,184,1,0,0,1,0,0
2536,H68177,H,302.86327197387595,311.0285836234237,1501.8008423370757,48.95916698232607,89,0,0,0,0,0,0
2537,M53724,M,298.8413893828419,307.72674591348874,1648.667158001628,39.935980635038966,63,0,0,0,0,0,0
2538,L20663,L,297.77775246716845,306.9799775891401,1581.4529536163514,49.624140541701934,79,0,0,0,0,0,0
2539,M26120,M,299.8948916761596,309.44032525361786,1524.2419865839015,40.92012991350999,147,0,0,0,0,0,0
2540,M32740,M,302.3066555267938,311.42695984732364,1454.102321975152,40.21475215762485,127,0,0,0,0,0,0
2541,M12035,M,299.0196181875426,309.35242531279334,1445.0757746706986,54.97703468671258,128,0,0,0,0,0,0
2542,M67443,M,301.8161805965243,311.8976278309871,1466.382464479972,41.182935543684586,78,0,0,0,0,0,0
2543,H77388,H,302.41687997827216,313.80974466802354,1545.6990885761986,35.24499765722247,31,0,0,0,0,0,0
2544,M62335,M,298.4519486992748,310.92570785638736,1583.5782815932807,39.11624884307707,200,1,1,0,0,0,0
2545,L53315,L,298.64789782342285,307.3850475832744,1355.5708154448964,41.576385534254975,104,0,0,0,0,0,0
2546,L74165,L,301.425324064254,311.57262927822245,1305.340132234877,11.553468795675457,241,1,0,0,1,0,0
2547,L56627,L,300.3036950992831,310.4492209774901,1404.8510193407867,44.91105163137718,26,0,0,0,0,0,0
2548,L18303,L,298.62787694691264,308.61367887714795,1459.2323386624653,53.58904534462064,92,0,0,0,0,0,0
2549,L59334,L,299.29563910376083,308.2108145327953,1619.5947200656194,39.51011211791483,174,0,0,0,0,0,0
2550,L65892,L,299.85896089454513,308.9417634489026,1471.958183201681,35.79242341253904,131,0,0,0,0,0,0
2551,L71196,L,296.8702911500891,307.1106967620052,1525.4773348971892,43.87767518669392,151,0,0,0,0,0,0
2552,L75700,L,301.53128621296537,310.58593613965814,1541.7904511987672,57.43547390939692,97,1,0,0,1,0,0
2553,H49726,H,299.0426156221216,309.2018875942886,1397.642913982898,44.69194862136384,58,0,0,0,0,0,0
2554,H85751,H,294.4325675524038,304.1866177678582,1645.988883187827,42.143736476499086,149,0,0,0,0,0,0
2555,L59606,L,299.95225806338107,310.0939159665023,1433.519411402008,36.09420751328685,190,0,0,0,0,0,0
2556,H40694,H,298.51685748221297,307.5635570117785,1655.979145596628,29.305035952801283,233,0,1,0,0,0,0
2557,M41253,M,303.37764438460533,313.53511362693985,1487.3823998536284,40.23407582940699,68,0,0,0,0,0,0
2558,L34230,L,298.8291099581601,307.9481573746835,1466.2496702386893,40.41576760620142,120,0,0,0,0,0,0
2559,L63974,L,297.8047132728428,307.9654088814997,1388.9210816343698,20.67902733613744,155,1,0,0,1,0,0
2560,M73545,M,301.015865339924,312.3552614623632,1519.728529119858,32.73216353892474,186,0,0,0,0,0,0
2561,M26925,M,298.6791052639848,308.9400891140009,1725.4382394035938,51.58861261760819,163,1,0,0,1,0,0
2562,M16033,M,298.44108759749554,308.7629579798786,1541.3588290402004,37.41930423553377,3,0,0,0,0,0,0
2563,L72461,L,301.0190027656488,311.8362092831464,1527.0436871948905,15.44174268236057,41,1,0,0,1,0,0
2564,L12665,L,297.91906538422086,306.5155070397476,1433.3396374210845,56.01175347404544,172,0,0,0,0,0,0
2565,L37025,L,297.0854526836011,308.8043742573241,1559.198374861178,31.08490922336081,45,0,0,0,0,0,0
2566,L33533,L,303.4519960041887,312.3964060115763,1515.761780712295,35.297327045928114,191,0,0,0,0,0,0
2567,L55897,L,301.1589974752013,312.03865847257026,1493.7165525258526,50.62254121768557,37,0,0,0,0,0,0
2568,L87661,L,299.47158143001127,310.2184914172676,1549.479478432851,32.57926550367737,185,0,0,0,0,0,0
2569,H30998,H,299.9930455805961,309.09087921909133,1318.415402118011,20.300394318136316,171,1,0,0,1,0,0
2570,H71248,H,301.0117287162323,312.0206148529991,1489.9475507604825,42.17565529964395,221,1,1,0,0,0,0
2571,L33057,L,301.9466748992268,312.4444876656401,1380.2972154881295,47.9684215474668,142,0,0,0,0,0,0
2572,H89244,H,298.48804941736995,310.3780280617722,1502.8898498319943,35.30889401844859,43,0,0,0,0,0,0
2573,L93608,L,300.7322930519314,310.9256718032727,1427.5800624366643,38.77156186708255,127,0,0,0,0,0,0
2574,L80631,L,298.9865916475796,308.87804831605695,1434.4160149438796,28.20203758458592,229,1,1,0,0,0,0
2575,L77173,L,299.62203751097474,309.1072749830565,1366.65587172143,30.04536418474216,13,0,0,0,0,0,0
2576,M90206,M,300.32138573492983,308.57803046357867,1611.566497124682,36.78322700103112,23,0,0,0,0,0,0
2577,H48734,H,299.98664285389464,309.66841528914347,1432.225350173212,46.48612229063066,91,0,0,0,0,0,0
2578,M72072,M,301.4711337966052,311.19523540234627,1437.5761376366245,40.97774742996465,148,0,0,0,0,0,0
2579,L74175,L,300.9741731182312,311.23623130078863,1653.0615071172415,50.2004929909856,14,0,0,0,0,0,0
2580,M73783,M,296.98366158125566,305.5605584703732,1556.7957432766584,56.53610975097936,21,1,0,0,1,0,0
2581,L80739,L,297.2843535858691,307.0453413746822,1296.5360761988018,48.86572170147981,164,0,0,0,0,0,0
2582,H97054,H,299.26056663048143,309.8368180225036,1638.5360171721816,24.10036558085982,50,0,0,0,0,0,0
2583,M61042,M,303.65725052488364,314.33276020037613,1664.7890641699305,37.16221964232204,114,0,0,0,0,0,0
2584,L62357,L,298.2968163349968,306.43700115885946,1655.4376088256347,48.76995651271576,186,0,0,0,0,0,0
2585,M18669,M,299.5835545807745,310.2899611894277,1566.8189243011132,38.80455054309375,164,0,0,0,0,0,0
2586,M77902,M,298.92730794608696,308.68073403296546,1389.8290240068989,23.806591308104096,192,1,0,0,1,0,0
2587,L28910,L,298.8919112318238,308.7069003543253,1495.0774492651808,34.48021078869168,57,0,0,0,0,0,0
2588,M66959,M,300.35647948781013,307.9919641179543,1355.155469761696,17.27548282902407,131,1,0,1,1,0,0
2589,L10366,L,302.8015545523913,314.2951257149492,1413.398394449793,37.22504375622351,186,0,0,0,0,0,0
2590,M58415,M,300.9119367997612,311.0887356847725,1388.9113276037274,33.15078725504037,112,0,0,0,0,0,0
2591,H19907,H,298.3929380771458,306.8614776506231,1437.296954481048,36.39354078971981,90,0,0,0,0,0,0
2592,H42780,H,305.5064590216064,315.88166059652286,1516.3953890211462,51.81475171410803,160,0,0,0,0,0,0
2593,M67879,M,300.15714644192224,310.50162488276925,1455.5088050834486,26.685986436603383,134,0,0,0,0,0,0
2594,M95159,M,298.84555808723576,310.06810224016874,1451.2138244710022,32.817841687817165,231,1,1,0,0,0,0
2595,L45085,L,302.8241927493552,312.5145039800643,1470.910555527653,28.582375724840567,200,1,1,0,0,0,0
2596,M75499,M,299.06185876411234,309.0738548330509,1649.9472679551882,50.71336079541278,77,0,0,0,0,0,0
2597,L30426,L,303.3258273099749,312.683019509737,1716.3755502350805,51.31237220005009,205,1,1,0,1,0,0
2598,L58197,L,298.2587144180667,308.85666303205943,1454.930382018081,43.60075265877572,169,0,0,0,0,0,0
2599,L17485,L,302.8600607778428,312.0765704361677,1533.6074202496957,43.08289602638193,54,0,0,0,0,0,0
2600,L59527,L,300.4020953285634,309.5091048114832,1415.8722037443354,27.996617745062835,40,0,0,0,0,0,0
2601,M74600,M,302.5821044654049,312.51430692762494,1576.7651304856508,41.991889868116736,37,0,0,0,0,0,0
2602,L91439,L,303.80353141740306,312.57766764609926,1452.3549938072258,28.78089586481463,227,0,1,0,0,0,0
2603,M78748,M,297.7347854189575,309.3369166374967,1428.8895136910205,40.41193954186277,84,0,0,0,0,0,0
2604,L68528,L,302.5515436415167,314.4788103692585,1700.1587265815697,36.566514989008205,139,0,0,0,0,0,0
2605,L37799,L,297.1821921911492,306.72860210572736,1364.3930757008395,34.058331170199295,52,0,0,0,0,0,0
2606,M56339,M,297.9056312895036,306.5190362829464,1254.7172645312023,40.28302359059977,120,0,0,0,0,0,0
2607,L26087,L,298.3931810804151,308.72977311931714,1573.4830246149002,46.77261900818642,193,0,0,0,0,0,0
2608,L17446,L,301.00727327235575,310.5251707543868,1463.237158904686,57.754569181000434,208,1,1,0,0,1,0
2609,M60460,M,300.0660317538697,311.2407128863977,1435.4003420746078,45.50984937644889,61,0,0,0,0,0,0
2610,L68260,L,299.6657278316743,308.8785812361444,1773.1659000440643,62.77989805104553,27,1,0,0,1,0,0
2611,H24877,H,300.2924705580447,310.8369837804732,1573.0226572582696,42.00925037023552,117,0,0,0,0,0,0
2612,L34723,L,301.18257917858693,311.2965727679786,1494.1485902494524,57.83887329918824,116,1,0,0,1,0,0
2613,L22943,L,301.3364962478827,310.66023473726926,1429.20683602723,44.35584087660947,4,0,0,0,0,0,0
2614,M20306,M,302.1883336712303,312.4283834997222,1544.5787848831687,42.39789581761603,79,0,0,0,0,0,0
2615,L46784,L,303.64006962553486,314.5186021840097,1326.714737080565,38.31772004624938,99,0,0,0,0,0,0
2616,L30455,L,299.95727525511705,310.0441237741725,1448.38985610282,42.99100957702108,240,1,1,0,0,0,0
2617,L81448,L,298.9578220757382,309.05510674086446,1496.2901030202204,44.315784989231645,18,0,0,0,0,0,0
2618,L39974,L,301.2270722583704,310.3542888305167,1521.3491831696936,25.825472061473818,66,0,0,0,0,0,0
2619,H37371,H,297.7114903674708,308.8556951653749,1485.756866320589,47.00054053827489,210,1,1,0,0,0,0
2620,L13936,L,298.6425917357768,309.68713831391995,1430.6788756271103,25.16006187336498,2,0,0,0,0,0,0
2621,M43166,M,301.9987618927856,311.5882027040991,1592.0662145661538,47.01171353673166,90,0,0,0,0,0,0
2622,H35727,H,299.7517432503646,309.6274547908816,1334.8346435800877,45.98953431116957,122,0,0,0,0,0,0
2623,L73969,L,297.5836150832839,308.9978357559742,1472.2076127984906,54.21247525758152,58,0,0,0,0,0,0
2624,H38368,H,297.02039386926964,305.8868230482222,1448.206943767901,31.378975120792063,128,0,0,0,0,0,0
2625,L78531,L,300.0974333587876,310.7017217501464,1601.1843100042663,30.12897401940991,12,0,0,0,0,0,0
2626,H49097,H,302.283793073936,311.7251793008049,1454.1116905670635,51.07258549931238,71,0,0,0,0,0,0
2627,L44984,L,302.25709155506235,314.035169431814,1543.766355677731,29.251607427134903,206,0,1,0,0,0,0
2628,M60859,M,300.22176100578565,310.285207734451,1533.3046796159413,28.267666920485446,57,0,0,0,0,0,0
2629,L54291,L,304.0178188381923,315.2781973563323,1316.488165789288,42.08617909402607,87,0,0,0,0,0,0
2630,L75228,L,299.79035926811906,309.02903191965794,1493.4352615090374,39.53308457042008,42,0,0,0,0,0,0
2631,M32150,M,299.7228647532052,308.4743360708809,1325.7264178225248,41.55355335533565,241,0,0,0,0,0,0
2632,M32061,M,294.865128180522,304.6308687233209,1535.1285218454232,45.37726701048498,107,0,0,0,0,0,0
2633,L39178,L,299.1052741016776,309.3679575596244,1426.967846602283,45.4331030797529,188,0,0,0,0,0,0
2634,L66790,L,301.704030069817,311.1932983878006,1618.6669576849397,39.221271396966,31,0,0,0,0,0,0
2635,M75696,M,303.1279226737194,313.88623009999435,1481.9231900122038,40.48153286523616,27,0,0,0,0,0,0
2636,M25648,M,298.3395307326654,308.129577164855,1422.9943697795766,39.330147310404286,201,1,1,0,0,0,0
2637,H71779,H,300.9245046585861,308.8430674968195,1619.9858866194918,40.352743581476695,68,0,0,0,0,0,0
2638,M46672,M,302.0937580646466,312.6465700438396,1412.8109835291648,26.12551095994852,219,1,1,0,0,0,0
2639,H79109,H,300.0224163063918,309.1398792472446,1589.469506134764,47.56389960080246,107,0,0,0,0,0,0
2640,M70521,M,295.4334390849455,305.071841703269,1546.752867401813,50.49033378988639,155,0,0,0,0,0,0
2641,L44593,L,300.4945799991485,312.0477112026879,1463.4568377400396,46.37429221669286,195,0,0,0,0,0,0
2642,L23786,L,301.5228612481218,313.29567297224287,1366.4022194486358,45.605032358336175,163,0,0,0,0,0,0
2643,M19815,M,298.1051542099631,307.52966077487025,1624.1662541817343,30.093988495506352,185,0,0,0,0,0,0
2644,M31966,M,299.4916909382512,310.0694775688831,1550.046405735936,25.847420750008133,188,0,0,0,0,0,0
2645,L23794,L,297.6890079157425,307.13673342531985,1422.805197923983,48.308927776544806,87,0,0,0,0,0,0
2646,L41423,L,294.85970490283927,304.57283192394067,1524.460568459459,40.28568439468947,183,0,0,0,0,0,0
2647,H31302,H,302.0540088235753,311.44823340867674,1600.616189873249,41.69532383128002,121,0,0,0,0,0,0
2648,M71064,M,299.9925029323963,308.2681592519998,1511.2018794196888,42.14491619547421,131,0,0,0,0,0,0
2649,L96800,L,303.19534999341,313.2904052171437,1523.8398832653097,42.57052765897236,147,0,0,0,0,0,0
2650,L95140,L,301.7146443838124,312.0028097707585,1603.2003743804028,46.46540734521738,17,0,0,0,0,0,0
2651,L37835,L,299.2915804766691,308.620578731358,1653.7262774303176,39.04571728420326,185,0,0,0,0,0,0
2652,L83356,L,299.8336386797912,310.9214303912283,1488.04008250382,20.94906524827733,203,1,1,0,1,0,0
2653,L59282,L,301.1323547815404,310.6962745644452,1366.255713467159,46.8840551424888,160,0,0,0,0,0,0
2654,L62714,L,301.93376683351147,311.29655500865243,1369.7423686423954,45.77546626413355,49,0,0,0,0,0,0
2655,M77035,M,300.645341261484,311.17184437959213,1430.900718716011,27.053554378692343,126,0,0,0,0,0,0
2656,L33814,L,302.2111862905789,310.6685043006064,1406.5108473581015,28.33953256714681,78,0,0,0,0,0,0
2657,H34089,H,299.4066625266511,310.3133415583539,1331.7531103899316,48.82991273269362,166,0,0,0,0,0,0
2658,H83162,H,298.00571290642864,307.60354374903426,1684.7825003131547,51.19073621927716,166,1,0,0,1,0,0
2659,L65831,L,299.8703814928777,310.85966756927183,1552.8099262276332,13.363593688397618,235,1,1,0,1,0,0
2660,M42746,M,300.41036978147235,311.6985003073015,1447.620240316501,44.40843059879481,122,0,0,0,0,0,0
2661,L91673,L,297.5969292105214,308.23708265287854,1496.748315760802,37.79353649563397,61,0,0,0,0,0,0
2662,H61940,H,297.32655583170674,306.5145825389784,1321.360091249656,40.741642320794455,80,0,0,0,0,0,0
2663,L96796,L,300.8947725929469,309.6439408864625,1615.732189790874,41.31277798757069,166,0,0,0,0,0,0
2664,M46476,M,299.1872862972592,307.7532136339239,1305.0389608456285,32.37857273062376,42,1,0,1,0,0,0
2665,M36283,M,299.668318188676,310.7712288903773,1551.0027781644262,46.52670268502365,147,0,0,0,0,0,0
2666,L11769,L,299.28061466859833,309.14581455639814,1316.15778452517,33.11850561293686,170,0,0,0,0,0,0
2667,L52278,L,303.0412018035264,312.4419800089956,1458.599190488074,47.47012807466732,57,0,0,0,0,0,0
2668,M56994,M,302.52352232079,312.3914401692511,1624.2688872270892,49.690291538551215,184,0,0,0,0,0,0
2669,M72898,M,297.5252926199217,308.6059138288758,1336.604790835823,31.278410162871108,209,0,1,0,0,0,0
2670,L25634,L,298.9344135738391,309.71315335919866,1485.129109978136,31.522806378908317,142,0,0,0,0,0,0
2671,M20965,M,301.7000085359392,312.138514691648,1562.7770675727186,41.13655536086407,176,0,0,0,0,0,0
2672,L37566,L,301.2038724742065,311.8417585316329,1546.4169500344383,55.03656606376169,73,0,0,0,0,0,0
2673,M62196,M,299.9170840753404,310.0972564308374,1507.0185999778362,34.07290975848317,147,0,0,0,0,0,0
2674,L58285,L,297.72479959007154,308.026912647368,1549.57635123382,35.968035352431066,140,0,0,0,0,0,0
2675,H65499,H,298.6349199076929,308.85594513884394,1438.917604439571,43.2107214220452,44,0,0,0,0,0,0
2676,L29420,L,298.96646486490744,308.9664036192799,1693.2795855332995,46.56780422562872,175,0,0,0,0,0,0
2677,L35236,L,300.5539886622382,311.3073625460695,1338.9382147108165,45.26967331029005,66,0,0,0,0,0,0
2678,L16218,L,303.4074543093945,313.7687364155949,1616.2070744328776,40.32293618677986,33,0,0,0,0,0,0
2679,L59892,L,298.62623953042373,307.7455244993168,1518.9494536783516,36.94481025289451,109,0,0,0,0,0,0
2680,M84031,M,297.94792950488954,308.4768038904122,1561.710923136435,43.31822806652544,182,0,0,0,0,0,0
2681,L74057,L,299.7828270463441,310.0300741127234,1579.454601758374,7.994300734360543,11,1,0,0,1,0,0
2682,H88609,H,302.0634779610281,312.6748914299432,1555.5628603463242,58.69253831068084,112,1,0,0,1,0,0
2683,L86907,L,297.1062340664786,307.00202715286355,1418.8978239441028,38.14194082609018,116,0,0,0,0,0,0
2684,L93130,L,302.9072683017499,313.71900861551705,1471.373031051122,41.82297747862006,188,0,0,0,0,0,0
2685,L21226,L,299.6559372757687,309.59452872490255,1354.8410332941169,60.993798111828845,144,0,0,0,0,0,0
2686,L62271,L,298.53135999537324,309.25523968197376,1470.1504273988578,32.58689105690314,132,0,0,0,0,0,0
2687,L20046,L,296.79962142647565,306.34314991052514,1532.2518994808445,63.321177016101856,138,1,0,0,1,0,0
2688,L47117,L,301.41304154684127,311.0257874927423,1560.7128275356704,47.396610909540286,137,0,0,0,0,0,0
2689,L14965,L,299.65765760951695,310.2597101327271,1539.143434499426,44.46539969482514,75,0,0,0,0,0,0
2690,L69478,L,300.341410965509,310.00963757176424,1324.4910258569869,46.4389869484115,125,0,0,0,0,0,0
2691,M88872,M,298.1983765179773,310.40415921272546,1443.7826067579272,31.585150076463968,10,0,0,0,0,0,0
2692,M67277,M,299.36180793149794,309.92825291827694,1433.7750510632472,23.510433143391268,18,0,0,0,0,0,0
2693,L95379,L,299.0268375072905,309.0517609934447,1368.9832066756642,28.19536318165411,12,0,0,0,0,0,0
2694,L69613,L,299.7988137892436,310.61871456600244,1416.406659889624,50.8741647395882,24,0,0,0,0,0,0
2695,H27373,H,298.6608953472484,308.18021493727184,1500.1279180369509,30.64428469855544,188,0,0,0,0,0,0
2696,M55452,M,296.93163807862555,307.85465289785856,1641.3788520778428,23.4590163274366,58,0,0,0,0,0,0
2697,M60089,M,305.4569994905932,316.35223470725674,1404.6935670791004,39.206833582451175,152,0,0,0,0,0,0
2698,L16654,L,297.273191505325,308.5267255631045,1387.1135564994302,45.74702330820446,105,0,0,0,0,0,0
2699,M41280,M,300.36291801388506,309.9221084825365,1440.0527556355446,40.386512848694274,148,0,0,0,0,0,0
2700,M66141,M,296.45594434315194,305.2332110890142,1533.746638708611,46.06387030282596,41,0,0,0,0,0,0
2701,M97943,M,296.00590512676405,305.3957504875615,1622.3707890358544,51.55013377560438,133,0,0,0,0,0,0
2702,H77894,H,300.1956529837045,309.9140224677318,1491.349109231003,45.71278582472106,140,0,0,0,0,0,0
2703,L36583,L,300.3487351755366,312.0159467763884,1355.4121254047989,38.45947192232285,134,0,0,0,0,0,0
2704,L16360,L,302.5229979816048,314.7180100107325,1376.691717171995,34.5568232835345,92,0,0,0,0,0,0
2705,M63968,M,300.7990936820314,311.1437559866754,1518.8281388659943,47.70804615264781,7,0,0,0,0,0,0
2706,H13743,H,299.70037856250843,309.709769170527,1599.5254394676056,42.75314333005066,23,0,0,0,0,0,0
2707,L17159,L,298.10079951187,307.7508916813958,1681.5741924841282,31.39233483005212,210,1,1,0,0,0,0
2708,L42151,L,302.9980241364671,313.822714486678,1381.7599165097265,53.02182206487642,126,0,0,0,0,0,0
2709,L10518,L,301.85770249210043,314.046283884092,1513.977438128432,42.62163150483655,62,0,0,0,0,0,0
2710,L26652,L,297.5073410445032,309.2931919356914,1397.01549627548,46.52913476340109,47,0,0,0,0,0,0
2711,M88461,M,300.07592745642125,311.2139040690271,1410.1373324415374,36.07981465334812,148,0,0,0,0,0,0
2712,M81011,M,300.288104463053,311.41140699416684,1401.6688267725158,51.30715114553029,191,0,0,0,0,0,0
2713,L52348,L,299.3086926867887,310.1410025730428,1466.5738835225466,24.146417313283948,189,0,0,0,0,0,0
2714,L85422,L,301.5437009716136,311.49641032590506,1411.772091402753,56.75497496010796,131,0,0,0,0,0,0
2715,L87001,L,301.66346627669634,310.9269180541555,1747.8846056933469,20.611605398115422,179,0,0,0,0,0,0
2716,L86757,L,299.61902860438977,309.59821451506184,1454.0324216714328,26.233781344374474,192,0,0,0,0,0,0
2717,M34395,M,299.4382615084047,309.86060111053604,1598.7778110859492,42.51830237846355,73,0,0,0,0,0,0
2718,H12335,H,302.99791692533506,311.5442830266168,1434.04723253652,34.69243867194623,181,0,0,0,0,0,0
2719,H80112,H,301.8656777847245,311.7127270553583,1723.3240529868228,36.71668102731307,118,0,0,0,0,0,0
2720,L10500,L,300.1447207798168,309.31878842522553,1533.9064981418828,34.68909619164028,209,1,1,0,0,0,0
2721,H18083,H,296.7415819218399,307.755423082908,1583.6931729528023,32.169246110115765,203,0,1,0,0,0,0
2722,M91256,M,300.68800021261006,310.1382918104533,1440.892249039406,43.16977454382877,20,0,0,0,0,0,0
2723,M15543,M,301.3961669298353,311.72438726181633,1597.6440605102375,39.51438241234607,110,0,0,0,0,0,0
2724,L78812,L,294.49095674320324,303.7909364502677,1533.4889025817918,48.84834005858588,91,0,0,0,0,0,0
2725,L62237,L,300.50373889663604,312.1014382225969,1462.1022454124795,40.80171832290047,222,0,1,0,0,0,0
2726,L99716,L,299.1666160264085,307.465859089874,1392.0108563570368,35.831843596885314,145,0,0,0,0,0,0
2727,L16613,L,299.5582914397409,310.0341318165849,1476.2456489030426,47.74468188796533,47,0,0,0,0,0,0
2728,L76863,L,298.18523809447333,306.9079804260334,1467.685652137753,21.67762429394278,104,1,0,0,1,0,0
2729,L50540,L,299.7036214191927,309.19428876870785,1586.9028276586423,14.182608223656416,95,1,0,0,1,0,0
2730,L86202,L,302.7839831523627,312.9901698560472,1476.7751134402338,24.121778583469528,154,0,0,0,0,0,0
2731,M36255,M,299.107203002369,309.36256003368584,1307.8456296715517,36.56478229894939,138,0,0,0,0,0,0
2732,L95666,L,301.9311471175864,312.1604139586818,1564.618004850318,43.914681181805456,65,0,0,0,0,0,0
2733,L32068,L,298.3873375622408,308.53908670321624,1629.3166581938292,13.288213170589463,143,1,0,0,1,0,0
2734,H59057,H,301.5175123853121,310.8756681234387,1333.393251497156,39.88389788158786,26,0,0,0,0,0,0
2735,H28946,H,300.0033117112439,309.8392583881551,1680.4730613396057,36.45422197924636,120,0,0,0,0,0,0
2736,M30547,M,300.70404965757854,310.7356836737575,1639.6651803153352,41.36962110539344,80,0,0,0,0,0,0
2737,H95237,H,300.014306512195,310.20966690895386,1436.911933486703,20.92418002246027,95,1,0,0,1,0,0
2738,M15769,M,301.2832504648824,311.2175699920754,1388.2840393182355,66.15266657292113,37,1,0,0,1,0,0
2739,H34883,H,294.8648297641325,305.5944201851169,1605.2977456925216,40.32507026776316,108,0,0,0,0,0,0
2740,L71340,L,297.16034937308484,307.2537363432358,1363.035082046193,27.828212445024302,180,0,0,0,0,0,0
2741,L89199,L,300.8341609960173,311.0354869636389,1433.1659421782597,41.294412907633294,77,0,0,0,0,0,0
2742,L45162,L,295.91292329220755,305.530270943896,1368.487025849371,54.94840126394109,172,0,0,0,0,0,0
2743,L98388,L,298.9388392887056,307.88639736209115,1500.5907809480907,27.133506061780626,214,1,1,0,0,0,0
2744,L95924,L,299.8913183179267,310.04534724865914,1646.5185143372128,25.051973734399176,76,0,0,0,0,0,0
2745,M43434,M,298.3437197247742,309.5511657687371,1537.4916834351327,38.81960126972402,133,0,0,0,0,0,0
2746,M32102,M,298.61687719461247,309.0607384253429,1601.8074498722824,39.672971904731874,203,0,1,0,0,0,0
2747,M31536,M,300.5431644003072,309.72567045909244,1464.8197524465315,47.09404817141608,109,0,0,0,0,0,0
2748,L87891,L,302.0185899115596,312.8333299373782,1509.7302829361845,54.75292849318348,184,0,0,0,0,0,0
2749,H77770,H,298.0831012374904,307.74798416969645,1377.3562235350469,47.80000832064024,23,0,0,0,0,0,0
2750,M60388,M,298.84988360762526,309.5645375881056,1490.3114071461684,26.123131504217618,172,0,0,0,0,0,0
2751,L60775,L,298.5374780533459,308.16868218844974,1425.4029890343456,29.289581646144587,190,0,0,0,0,0,0
2752,M41147,M,295.15724049624544,305.5105469360728,1483.9729701623728,32.016993503692746,25,0,0,0,0,0,0
2753,L60526,L,300.28342358063503,309.76492624401067,1477.098792738203,47.77675471457298,209,0,1,0,0,0,0
2754,L33659,L,301.869435491657,311.37638299518665,1468.5560121985984,46.06706100055349,5,0,0,0,0,0,0
2755,H92096,H,302.0332864146318,310.46702104753604,1710.7556999930173,52.615369842172086,100,1,0,0,1,0,0
2756,L33088,L,298.2584672471185,308.7705420662797,1676.7544652711929,45.58113540119047,194,0,0,0,0,0,0
2757,L78464,L,297.4966039029597,307.86677353778003,1641.6142381541742,33.72528849551243,5,0,0,0,0,0,0
2758,H69998,H,300.0432110951834,310.46965381144435,1679.5058967497257,38.03199322664711,191,0,0,0,0,0,0
2759,M50382,M,301.65854737313293,311.9338779342648,1641.9302649277868,25.38578253405325,220,1,1,0,0,0,0
2760,L38184,L,300.3097008966208,309.54745086329746,1497.7622665889828,46.28144220382255,92,0,0,0,0,0,0
2761,L30099,L,300.5786092717475,311.5445085362411,1487.5090394960812,33.739401540794866,124,0,0,0,0,0,0
